gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn,totalcharges
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,76.0,76,Yes,76.0
Male,0,No,Yes,66,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.3,1673.8,No,1673.8
Male,0,No,Yes,8,No,Yes,No,No,Yes,No,Yes,Two year,44.55,343.45,No,343.45
Female,0,Yes,No,71,Yes,Yes,No,Yes,No,Yes,Yes,One year,104.1,7412.25,No,7412.25
Female,0,Yes,Yes,43,Yes,No,No,Yes,No,No,Yes,Month-to-month,92.55,4039,No,4039.0
Female,1,No,No,2,Yes,No,No,No,No,Yes,Yes,Month-to-month,93.85,170.85,Yes,170.85
Male,1,No,No,29,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,101.45,2948.6,No,2948.6
Female,0,Yes,No,15,Yes,No,No,Yes,No,Yes,No,Month-to-month,84.3,1308.4,Yes,1308.4
Male,0,Yes,Yes,65,Yes,Yes,Yes,Yes,Yes,No,No,Two year,94.55,6078.75,No,6078.75
Male,0,No,No,35,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,95.5,3418.2,No,3418.2
Male,0,No,No,64,Yes,Yes,Yes,No,No,Yes,Yes,One year,100.3,6603.8,No,6603.8
Female,0,Yes,Yes,58,No,No,No,Yes,Yes,Yes,Yes,Two year,55.5,3166.9,No,3166.9
Female,1,No,No,18,Yes,No,Yes,No,No,No,No,Month-to-month,49.85,865.75,No,865.75
Male,0,Yes,Yes,67,Yes,No,Yes,No,No,No,Yes,Month-to-month,89.55,6373.1,No,6373.1
Male,0,Yes,Yes,63,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.15,1177.05,No,1177.05
Female,0,Yes,No,60,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,99.8,5985.75,No,5985.75
Male,1,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,84.4,732.5,Yes,732.5
Female,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,113.05,7869.05,No,7869.05
Male,0,Yes,No,15,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.1,1504.05,Yes,1504.05
Female,0,No,Yes,48,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.95,936.7,No,936.7
Male,0,Yes,No,12,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,74.15,741.4,No,741.4
Male,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,No,No,One year,92.0,6585.2,No,6585.2
Male,1,No,No,44,Yes,No,No,Yes,No,No,No,Month-to-month,73.85,3122.4,No,3122.4
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,50.45,50.45,Yes,50.45
Male,0,Yes,Yes,45,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.45,1088.25,No,1088.25
Female,0,No,No,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.8,615.35,No,615.35
Female,0,Yes,No,43,Yes,No,No,No,Yes,Yes,No,One year,64.85,2908.2,No,2908.2
Male,0,No,No,35,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.75,739.9,No,739.9
Male,0,Yes,No,9,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,68.95,593.85,No,593.85
Male,0,No,No,12,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,99.95,1132.75,Yes,1132.75
Female,1,Yes,No,65,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,109.4,7227.45,No,7227.45
Female,0,No,No,2,Yes,No,No,Yes,No,Yes,No,Month-to-month,91.4,193.6,Yes,193.6
Male,0,No,No,27,Yes,No,No,No,No,No,No,Month-to-month,49.0,1291.35,No,1291.35
Female,0,No,No,40,Yes,No,No,Yes,No,No,No,One year,50.25,2023.55,No,2023.55
Female,1,No,No,5,Yes,No,No,Yes,No,No,No,Month-to-month,75.55,349.65,Yes,349.65
Male,0,Yes,Yes,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.9,153.95,No,153.95
Female,1,Yes,No,58,Yes,No,Yes,No,No,Yes,Yes,One year,97.8,5458.8,No,5458.8
Female,0,Yes,Yes,52,Yes,Yes,No,Yes,No,Yes,Yes,One year,100.3,5244.45,No,5244.45
Male,0,Yes,No,3,Yes,No,No,Yes,Yes,No,No,Month-to-month,55.8,154.55,No,154.55
Male,0,No,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,111.15,4507.15,No,4507.15
Male,0,No,No,20,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,98.55,2031.95,No,2031.95
Male,0,No,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,50.05,50.05,No,50.05
Male,0,No,Yes,4,Yes,No,No,No,Yes,No,No,Month-to-month,80.8,332.45,Yes,332.45
Male,0,No,No,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.85,473.9,No,473.9
Female,1,No,No,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.5,106.8,No,106.8
Male,0,Yes,Yes,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.35,152.6,No,152.6
Male,0,No,No,18,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,69.5,1199.4,No,1199.4
Male,1,No,No,52,No,Yes,No,No,No,Yes,Yes,Month-to-month,48.8,2555.05,No,2555.05
Male,0,No,No,31,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,94.5,2979.2,No,2979.2
Male,0,Yes,Yes,29,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.65,654.85,No,654.85
Female,0,Yes,No,36,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,106.05,3834.4,No,3834.4
Female,0,Yes,No,16,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,100.0,1534.75,Yes,1534.75
Male,0,Yes,No,42,Yes,No,No,Yes,Yes,Yes,Yes,One year,108.3,4586.15,No,4586.15
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.55,20.55,Yes,20.55
Female,0,No,No,60,Yes,No,Yes,Yes,No,Yes,Yes,Two year,99.65,5941.05,No,5941.05
Male,0,No,No,5,Yes,No,Yes,Yes,No,No,No,Month-to-month,85.3,424.15,Yes,424.15
Male,0,Yes,No,22,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,95.9,2234.95,No,2234.95
Male,0,Yes,No,36,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.0,666.75,No,666.75
Female,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,70.4,281,Yes,281.0
Male,0,No,No,9,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,64.95,547.8,No,547.8
Male,0,Yes,Yes,1,Yes,No,Yes,No,No,No,No,Month-to-month,74.6,74.6,No,74.6
Male,0,Yes,Yes,12,Yes,Yes,No,No,No,No,No,Month-to-month,49.2,571.15,No,571.15
Female,0,No,No,23,Yes,No,No,No,Yes,Yes,Yes,One year,73.75,1756.6,No,1756.6
Male,0,No,No,62,Yes,Yes,Yes,No,No,No,Yes,One year,92.3,5731.45,No,5731.45
Male,0,No,No,37,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,98.8,3475.55,Yes,3475.55
Female,0,No,No,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.2,156.85,No,156.85
Male,0,Yes,No,31,Yes,No,No,Yes,No,Yes,No,Month-to-month,88.65,2683.2,No,2683.2
Male,0,Yes,Yes,13,Yes,No,No,No,No,No,No,Month-to-month,74.4,896.75,Yes,896.75
Female,0,No,No,24,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.75,2407.3,Yes,2407.3
Male,0,Yes,Yes,45,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,95.95,4456.65,No,4456.65
Female,1,Yes,No,69,Yes,No,Yes,No,Yes,Yes,Yes,Two year,105.4,6998.95,No,6998.95
Male,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,36.8,No,36.8
Male,0,Yes,Yes,61,Yes,Yes,Yes,No,No,Yes,Yes,One year,106.0,6547.7,Yes,6547.7
Male,0,No,No,41,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.7,4346.4,Yes,4346.4
Female,0,No,No,44,No,No,No,Yes,No,Yes,Yes,One year,49.05,2265,No,2265.0
Male,0,No,No,39,No,No,No,Yes,Yes,No,No,One year,35.55,1309.15,No,1309.15
Male,0,Yes,Yes,72,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,65.1,4754.3,No,4754.3
Female,1,No,No,13,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,96.85,1235.55,No,1235.55
Female,0,Yes,Yes,51,Yes,Yes,Yes,No,Yes,No,Yes,One year,69.75,3562.5,No,3562.5
Female,1,Yes,No,71,Yes,No,Yes,Yes,No,Yes,Yes,Two year,99.2,7213.75,No,7213.75
Male,1,No,No,22,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.7,2082.95,Yes,2082.95
Female,0,No,No,2,Yes,No,Yes,No,Yes,No,No,Month-to-month,55.05,102.75,Yes,102.75
Female,0,No,No,56,Yes,No,Yes,Yes,No,Yes,Yes,One year,106.8,5914.4,No,5914.4
Male,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,51.25,51.25,No,51.25
Female,0,Yes,Yes,23,Yes,Yes,Yes,No,Yes,No,No,One year,57.75,1282.85,No,1282.85
Female,1,Yes,No,66,Yes,No,Yes,Yes,No,Yes,No,One year,70.85,4738.85,No,4738.85
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.55,19.55,No,19.55
Male,1,No,No,19,Yes,No,Yes,No,No,Yes,No,Month-to-month,88.2,1775.8,Yes,1775.8
Male,0,No,No,11,Yes,Yes,No,Yes,No,No,No,Month-to-month,79.5,795.65,No,795.65
Female,0,Yes,Yes,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.75,145,Yes,145.0
Female,0,Yes,Yes,52,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-month,98.15,4993.4,No,4993.4
Male,0,No,No,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,61.45,No,61.45
Female,0,Yes,Yes,51,Yes,Yes,Yes,No,No,No,No,Month-to-month,79.15,4018.55,No,4018.55
Male,1,No,No,15,Yes,No,No,No,No,No,No,Month-to-month,75.65,1146.65,Yes,1146.65
Male,1,Yes,No,64,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,94.25,6081.4,No,6081.4
Female,0,No,No,37,No,No,No,Yes,No,No,Yes,Month-to-month,40.2,1478.85,No,1478.85
Male,0,No,No,13,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.95,243.65,No,243.65
Male,0,Yes,No,49,Yes,Yes,No,No,No,No,No,One year,55.35,2633.95,No,2633.95
Female,1,No,No,45,Yes,No,No,Yes,No,Yes,Yes,One year,102.15,4735.35,No,4735.35
Female,0,No,No,18,Yes,No,No,No,No,No,No,Month-to-month,71.1,1247.75,No,1247.75
Male,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,74.7,74.7,Yes,74.7
Male,0,Yes,No,68,No,Yes,No,Yes,No,Yes,Yes,Two year,54.1,3794.5,No,3794.5
Male,0,No,No,54,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.65,1008.7,No,1008.7
Female,1,Yes,Yes,23,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,88.45,2130.55,No,2130.55
Male,0,No,No,17,Yes,No,No,Yes,No,No,No,Month-to-month,76.65,1313.55,Yes,1313.55
Male,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,80.4,5727.15,No,5727.15
Female,0,Yes,Yes,67,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.25,1372.9,No,1372.9
Female,0,Yes,Yes,14,Yes,No,No,No,No,Yes,No,Month-to-month,84.8,1203.9,No,1203.9
Female,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,25.8,25.8,Yes,25.8
Female,0,No,Yes,63,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.5,1215.1,No,1215.1
Female,0,No,No,41,Yes,No,No,Yes,Yes,No,Yes,One year,68.6,2877.05,No,2877.05
Female,0,Yes,No,17,Yes,No,No,No,No,Yes,Yes,Month-to-month,92.6,1579.7,No,1579.7
Male,0,Yes,No,56,Yes,Yes,No,No,No,Yes,Yes,One year,100.55,5514.95,No,5514.95
Female,0,No,No,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.55,96.1,No,96.1
Female,0,No,No,2,No,Yes,Yes,No,No,No,Yes,Month-to-month,42.6,72.4,Yes,72.4
Female,0,Yes,No,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,55.25,No,55.25
Male,0,No,No,37,Yes,Yes,Yes,Yes,Yes,No,No,One year,67.45,2443.3,No,2443.3
Female,0,No,No,29,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-month,68.85,1970.5,Yes,1970.5
Male,0,No,No,8,Yes,No,No,No,No,No,No,Month-to-month,43.55,335.4,No,335.4
Female,0,No,No,63,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,109.85,7002.95,No,7002.95
Female,0,Yes,Yes,7,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.65,158.95,No,158.95
Female,0,No,No,3,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,95.4,293.15,No,293.15
Male,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,21.0,1493.75,No,1493.75
Female,0,No,No,19,Yes,No,No,No,No,No,Yes,Month-to-month,56.2,1093.4,No,1093.4
Female,0,Yes,No,59,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,18.4,1057.85,No,1057.85
Male,0,Yes,Yes,2,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,90.0,190.05,Yes,190.05
Female,0,Yes,Yes,35,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.75,882.55,No,882.55
Male,0,No,No,14,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,300.4,No,300.4
Female,0,No,No,14,Yes,No,No,Yes,No,No,No,Month-to-month,75.35,1025.95,Yes,1025.95
Female,0,Yes,Yes,69,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.8,1436.95,No,1436.95
Male,1,Yes,No,7,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,64.2,475,No,475.0
Male,0,Yes,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,75.75,5388.15,No,5388.15
Female,0,Yes,Yes,72,Yes,No,Yes,No,Yes,Yes,Yes,Two year,78.95,5730.15,No,5730.15
Male,0,No,No,8,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,100.85,819.55,Yes,819.55
Female,0,Yes,Yes,4,Yes,Yes,No,No,No,No,No,Month-to-month,50.3,217.1,No,217.1
Male,0,Yes,Yes,63,Yes,No,Yes,Yes,No,No,No,Month-to-month,80.3,4896.35,No,4896.35
Male,0,No,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,1434.1,No,1434.1
Female,0,No,No,46,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,21.1,937.1,No,937.1
Female,0,Yes,No,5,Yes,No,No,No,No,No,No,Month-to-month,69.95,330.15,Yes,330.15
Male,0,Yes,No,30,Yes,No,No,Yes,No,No,No,Month-to-month,50.0,1474.9,No,1474.9
Male,0,No,No,63,Yes,No,Yes,Yes,No,Yes,Yes,Two year,104.75,6536.5,No,6536.5
Female,0,No,No,60,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,1128.1,No,1128.1
Female,0,Yes,No,63,Yes,No,Yes,Yes,No,Yes,Yes,One year,107.5,6873.75,Yes,6873.75
Male,0,Yes,Yes,25,Yes,No,No,No,Yes,Yes,No,Month-to-month,85.9,2199.05,No,2199.05
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.85,45.85,Yes,45.85
Male,1,Yes,No,6,Yes,No,No,Yes,No,No,No,Month-to-month,80.8,457.1,No,457.1
Male,0,No,No,22,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.25,566.5,No,566.5
Female,0,Yes,Yes,31,Yes,No,Yes,No,Yes,Yes,Yes,Two year,80.55,2471.6,No,2471.6
Female,0,Yes,Yes,39,Yes,No,No,Yes,Yes,No,No,Month-to-month,81.5,3107.3,No,3107.3
Male,0,No,No,26,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.9,518.3,No,518.3
Female,0,Yes,No,53,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,106.1,5769.75,Yes,5769.75
Female,0,No,No,1,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,91.7,91.7,Yes,91.7
Male,0,No,No,12,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,67.25,832.3,No,832.3
Female,0,No,No,16,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,95.6,1555.65,Yes,1555.65
Female,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.35,45.3,No,45.3
Male,0,No,Yes,39,No,Yes,No,No,Yes,Yes,No,One year,45.05,1790.6,No,1790.6
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,74.95,74.95,Yes,74.95
Female,0,Yes,Yes,7,No,Yes,No,No,Yes,No,No,Month-to-month,34.65,246.6,No,246.6
Male,1,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,69.35,261.65,No,261.65
Male,1,No,No,10,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.35,898.35,Yes,898.35
Female,0,No,No,55,Yes,No,Yes,Yes,No,No,No,Month-to-month,81.55,4509.5,No,4509.5
Male,0,Yes,Yes,72,Yes,No,Yes,Yes,No,Yes,Yes,Two year,75.4,5480.25,No,5480.25
Female,0,Yes,No,10,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,67.8,653.15,No,653.15
Male,1,No,No,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,111.4,1183.05,No,1183.05
Female,0,Yes,Yes,15,Yes,No,No,No,No,No,No,Month-to-month,46.3,639.45,No,639.45
Female,0,Yes,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.4,478.75,No,478.75
Male,0,No,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.05,20.05,No,20.05
Female,1,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,45.0,127.1,Yes,127.1
Male,0,Yes,Yes,47,Yes,Yes,Yes,Yes,No,No,Yes,One year,96.1,4391.45,No,4391.45
Female,0,No,Yes,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.65,270.6,No,270.6
Male,0,No,No,66,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,99.5,6710.5,Yes,6710.5
Female,1,Yes,No,68,Yes,No,Yes,Yes,Yes,No,No,One year,60.65,3975.9,No,3975.9
Female,0,Yes,Yes,17,Yes,No,No,Yes,Yes,Yes,Yes,One year,98.6,1704.95,Yes,1704.95
Female,0,No,No,7,Yes,No,No,No,Yes,Yes,No,Month-to-month,59.5,415.95,Yes,415.95
Male,1,Yes,No,12,Yes,No,No,No,No,No,Yes,Month-to-month,80.45,950.2,Yes,950.2
Female,1,Yes,No,21,Yes,No,Yes,Yes,No,No,Yes,One year,71.7,1497.05,No,1497.05
Male,0,No,No,21,No,No,Yes,No,Yes,No,No,Month-to-month,36.0,780.15,No,780.15
Female,0,Yes,Yes,56,Yes,Yes,No,No,No,Yes,No,One year,65.2,3512.15,No,3512.15
Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,Month-to-month,48.95,273.25,No,273.25
Female,1,No,No,65,No,No,Yes,Yes,No,Yes,Yes,Two year,53.5,3517.9,No,3517.9
Male,0,Yes,No,42,Yes,Yes,No,No,Yes,Yes,Yes,One year,80.45,3375.9,No,3375.9
Female,0,Yes,Yes,68,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,109.05,7508.55,No,7508.55
Male,0,Yes,Yes,48,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,26.3,1245.05,No,1245.05
Female,1,No,No,50,Yes,No,Yes,No,Yes,Yes,Yes,One year,106.8,5347.95,No,5347.95
Female,1,No,No,7,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,64.95,493.65,No,493.65
Female,0,Yes,Yes,63,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.35,1263.85,No,1263.85
Male,0,No,No,17,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,21.1,385.55,No,385.55
Female,0,Yes,Yes,42,Yes,No,No,No,No,Yes,No,Month-to-month,77.95,3384,Yes,3384.0
Male,0,Yes,Yes,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,18.85,84.2,No,84.2
Female,0,No,Yes,62,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,26.0,1638.7,No,1638.7
Male,1,No,No,2,Yes,No,Yes,No,No,No,No,Month-to-month,74.7,165.4,Yes,165.4
Female,0,Yes,No,2,Yes,No,No,No,No,No,No,Month-to-month,70.35,120.25,No,120.25
Male,0,Yes,No,48,Yes,Yes,Yes,Yes,No,Yes,No,Two year,96.9,4473.45,No,4473.45
Male,0,Yes,No,27,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,520.55,No,520.55
Female,0,Yes,Yes,70,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,80.4,5717.85,No,5717.85
Male,1,No,No,1,Yes,No,No,Yes,No,Yes,No,Month-to-month,88.8,88.8,Yes,88.8
Male,0,Yes,No,46,Yes,No,Yes,Yes,No,Yes,No,One year,94.65,4312.5,No,4312.5
Male,0,No,No,30,Yes,No,No,No,No,Yes,Yes,Month-to-month,90.25,2755.35,Yes,2755.35
Female,0,No,No,15,Yes,Yes,No,No,No,No,Yes,Month-to-month,64.65,994.55,Yes,994.55
Male,0,Yes,Yes,69,Yes,No,Yes,Yes,No,Yes,No,One year,95.75,6511.25,No,6511.25
Male,0,No,No,65,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,1218.65,No,1218.65
Male,1,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,104.1,7447.7,No,7447.7
Male,1,Yes,No,13,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,89.05,1169.35,Yes,1169.35
Male,0,No,No,17,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.1,279.5,No,279.5
Male,0,Yes,No,51,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,111.55,5720.35,No,5720.35
Male,0,Yes,Yes,51,Yes,Yes,Yes,No,Yes,No,No,Two year,60.5,3121.45,No,3121.45
Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,90.95,6468.6,No,6468.6
Male,0,Yes,Yes,67,Yes,No,Yes,Yes,No,No,No,One year,87.4,5918.8,Yes,5918.8
Male,0,No,No,34,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.7,675.6,No,675.6
Male,0,Yes,No,67,No,Yes,Yes,No,Yes,No,Yes,Two year,50.95,3521.7,No,3521.7
Female,0,Yes,No,49,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.05,923.1,No,923.1
Male,0,Yes,Yes,53,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.4,1110.35,No,1110.35
